policyID,statecode,tiv,latitude,longitude,construction,granularity
908261,FL,70225.05,27.78522,-82.69654,Wood,1
103107,FL,13635.93,27.78522,-82.69654,Wood,1
151636,FL,10340.58,27.78522,-82.69654,Wood,1
182509,FL,58437.09,27.78522,-82.69654,Wood,1
959434,FL,200561.82,27.79609,-82.66274,Wood,1
228054,FL,1495.21,27.79609,-82.66274,Wood,1
955825,FL,2990.41,27.79609,-82.66274,Wood,1
939032,FL,8772714.18,27.77918,-82.66827,Reinforced Masonry,1
438677,FL,959030.18,27.77918,-82.66827,Masonry,1
824783,FL,2271739.57,27.77918,-82.66827,Reinforced Masonry,1
528534,FL,456050.46,27.77918,-82.66827,Masonry,1
457321,FL,34560.3,27.77918,-82.66827,Wood,1
397901,FL,28084.79,27.77918,-82.66827,Wood,1
941345,FL,26338.59,27.77918,-82.66827,Wood,1
294098,FL,387146.81,27.78522,-82.69654,Masonry,1
230889,FL,374647.21,27.78522,-82.69654,Masonry,1
879087,FL,13635.93,27.78522,-82.69654,Wood,1
137266,FL,10340.58,27.78522,-82.69654,Wood,1
172976,FL,484757.35,27.78522,-82.69654,Masonry,1
898129,FL,33408.03,27.78522,-82.69654,Wood,1
410123,FL,56463.11,27.78522,-82.69654,Wood,1
896185,FL,2446.7,27.79609,-82.66274,Wood,1
194117,FL,959030.18,27.77918,-82.66827,Masonry,1
919715,FL,3131090.56,27.77918,-82.66827,Reinforced Masonry,1
282965,FL,260038.98,27.77918,-82.66827,Wood,1
431103,FL,9385.85,27.77918,-82.66827,Wood,1
309200,FL,126090.53,27.77918,-82.66827,Wood,1
451239,FL,17462.05,27.77918,-82.66827,Wood,1
969462,FL,5602.41,27.77918,-82.66827,Wood,1
839732,FL,8731.02,27.77918,-82.66827,Wood,1
793096,FL,169389.32,27.77918,-82.66827,Wood,1
421243,FL,1113300,27.77141,-82.67815,Masonry,1
748961,FL,2970409.91,27.79289,-82.66797,Reinforced Masonry,1
882057,FL,551700,27.78156,-82.66234,Masonry,1
522426,FL,483481.8,27.78105,-82.664757,Masonry,1
418432,FL,1062688.5,27.7834,-82.67868,Masonry,1
983586,FL,1049592.6,27.77791,-82.679,Masonry,3
638189,FL,486939.92,27.77883,-82.68608,Masonry,1
513750,FL,168281.73,27.77157,-82.68188,Wood,1
898889,FL,1584000,27.79459,-82.6779,Masonry,1
873933,FL,171000,27.79459,-82.6779,Wood,1
832289,FL,648000,27.79459,-82.6779,Masonry,1
218268,FL,2245202.6,27.77141,-82.67994,Reinforced Masonry,1
377144,FL,5351517.38,27.78221,-82.66563,Reinforced Masonry,1
132238,FL,870750,27.82421,-82.68919,Masonry,1
145061,FL,116775,27.82379,-82.689552,Wood,1
169041,FL,61506,27.80709,-82.69485,Wood,1
756170,FL,1377,27.82421,-82.68919,Wood,1
781708,FL,1377,27.82421,-82.68919,Wood,1
191368,FL,2246148.9,27.82155,-82.66192,Reinforced Masonry,1
465977,FL,96058.8,27.807476,-82.691864,Wood,1
722005,FL,252094.28,27.80717,-82.69135,Wood,1
357663,FL,207550.23,27.80717,-82.69135,Wood,1
778196,FL,2174.84,27.80717,-82.69135,Wood,1
501049,FL,342773.22,27.80717,-82.69135,Wood,1
222941,FL,43634.98,27.80717,-82.69135,Wood,1
316641,FL,265871.66,27.80717,-82.69135,Wood,1
302490,FL,51757.85,27.80717,-82.69135,Wood,1
445505,FL,205107.13,27.82215,-82.65994,Wood,1
381678,FL,701795.92,27.82215,-82.65994,Masonry,1
304777,FL,26663.13,27.82215,-82.65994,Wood,1
929902,FL,179426.13,27.81418,-82.66031,Wood,1
176263,FL,170165.06,27.81418,-82.66031,Wood,1
451324,FL,212379.63,27.81418,-82.66031,Wood,1
950881,FL,90307.84,27.81418,-82.66031,Wood,1
408518,FL,318114.91,27.82563,-82.68748,Wood,1
518943,FL,288854.47,27.82563,-82.68748,Wood,1
544011,FL,11420.09,27.82563,-82.68748,Wood,1
511517,FL,33521.66,27.82563,-82.68748,Wood,1
366739,FL,27271.86,27.82563,-82.68748,Wood,1
164402,FL,370158.71,27.82563,-82.68748,Masonry,1
135231,FL,726056.51,27.82563,-82.68748,Masonry,1
855561,FL,614629.77,27.809214,-82.681572,Masonry,1
780547,FL,814254.24,27.809214,-82.681572,Masonry,1
872608,FL,770017.78,27.81654,-82.67294,Masonry,1
627012,FL,727165.76,27.81654,-82.67294,Masonry,1
814197,FL,2223683.14,27.807264,-82.68364,Reinforced Masonry,1
322342,FL,2211604.03,27.807264,-82.68364,Reinforced Masonry,1
505436,FL,2011377.34,27.807264,-82.68364,Reinforced Masonry,1
434136,FL,207550.23,27.80717,-82.69135,Wood,1
959905,FL,265871.66,27.80717,-82.69135,Wood,1
894165,FL,205107.13,27.82215,-82.65994,Wood,1
574688,FL,701795.92,27.82215,-82.65994,Masonry,1
843097,FL,26663.13,27.82215,-82.65994,Wood,1
648531,FL,27444.47,27.82215,-82.65994,Wood,1
173650,FL,243003.66,27.82563,-82.68748,Wood,1
646447,FL,318114.91,27.82563,-82.68748,Wood,1
655052,FL,288854.47,27.82563,-82.68748,Wood,1
677435,FL,814254.24,27.809214,-82.681572,Masonry,1
609510,FL,3567924.84,27.81654,-82.67294,Reinforced Masonry,1
501764,FL,18000,27.8134,-82.67517,Wood,1
362472,FL,4500,27.8134,-82.67517,Wood,1
527189,FL,390293.1,27.6694,-82.7194,Masonry,4
357015,FL,466752.6,27.709412,-82.698418,Masonry,1
973037,FL,7774027.83,27.8888,-82.67069,Reinforced Masonry,1
654433,FL,7564675.66,27.890015,-82.668815,Reinforced Masonry,1
169425,FL,17100000,27.89073,-82.67183,Reinforced Concrete,1
672582,FL,1009156.5,27.88468,-82.67215,Masonry,1
303502,FL,871436.45,27.87108,-82.64104,Masonry,1
900148,FL,871436.45,27.87108,-82.64104,Masonry,1
708096,FL,871436.45,27.87108,-82.64104,Masonry,1
170883,FL,871436.45,27.87108,-82.64104,Masonry,1
643319,FL,871436.45,27.87108,-82.64104,Masonry,1
411820,FL,1453680.06,27.88435,-82.66323,Masonry,1
414276,FL,1453680.06,27.88435,-82.66323,Masonry,1
707395,FL,1453680.06,27.88435,-82.66323,Masonry,1
749642,FL,1453680.06,27.88435,-82.66323,Masonry,1
507290,FL,1453680.06,27.88435,-82.66323,Masonry,1
756218,FL,1453680.06,27.88435,-82.66323,Masonry,1
854522,FL,1453680.06,27.88435,-82.66323,Masonry,1
200536,FL,15930000,27.8769,-82.6501,Reinforced Concrete,4
190169,FL,9720000,27.87651,-82.64114,Reinforced Concrete,1
594991,FL,1867500,27.89073,-82.67183,Reinforced Masonry,1
697464,FL,1607212.05,27.884544,-82.659729,Masonry,1
915057,FL,1964866.39,27.884544,-82.659729,Reinforced Masonry,1
705496,FL,2203074.76,27.884544,-82.659729,Reinforced Masonry,1
859851,FL,857523.12,27.884544,-82.659729,Masonry,1
426209,FL,857523.12,27.884544,-82.659729,Masonry,1
594486,FL,172561.34,27.884544,-82.659729,Wood,1
902894,FL,172561.34,27.884544,-82.659729,Wood,1
525160,FL,172561.34,27.884544,-82.659729,Wood,1
956781,FL,239602.5,27.892104,-82.669017,Wood,1
265204,FL,109828.8,27.88963,-82.66702,Wood,4
274786,FL,264227.4,27.897235,-82.638765,Wood,1
687965,FL,32940000,27.86333,-82.65099,Reinforced Concrete,1
983711,FL,654125.49,27.8855,-82.66057,Masonry,1
969992,FL,1604865.6,27.892485,-82.659904,Masonry,1
735007,FL,45270000,27.89263,-82.66671,Steel Frame,3
595083,FL,529614.9,27.89263,-82.66671,Masonry,3
105253,FL,20430000,27.86928,-82.6376,Reinforced Concrete,1
907969,FL,546300,27.872854,-82.654404,Masonry,3
446931,FL,29970000,27.874914,-82.646919,Reinforced Concrete,3
192503,FL,246898.06,27.88763,-82.67673,Wood,1
515193,FL,721615.69,27.88763,-82.67673,Masonry,1
714326,FL,1130119.76,27.88763,-82.67673,Masonry,1
370810,FL,19747.8,27.9789,-82.7806,Wood,3
459659,FL,751748.78,27.947245,-82.730255,Masonry,3
279936,FL,751748.78,27.947245,-82.730255,Masonry,3
522806,FL,751748.78,27.947245,-82.730255,Masonry,3
178269,FL,751748.78,27.947245,-82.730255,Masonry,3
710669,FL,751748.78,27.947245,-82.730255,Masonry,3
132272,FL,751748.78,27.947245,-82.730255,Masonry,3
151389,FL,751748.78,27.947245,-82.730255,Masonry,3
912860,FL,751748.78,27.947245,-82.730255,Masonry,3
208594,FL,751748.78,27.947245,-82.730255,Masonry,3
792536,FL,751748.78,27.947245,-82.730255,Masonry,3
974548,FL,751748.78,27.947245,-82.730255,Masonry,3
566685,FL,751748.78,27.947245,-82.730255,Masonry,3
899180,FL,751748.78,27.947245,-82.730255,Masonry,3
834458,FL,751748.78,27.947245,-82.730255,Masonry,3
595300,FL,9360,27.938574,-82.757751,Wood,4
643228,FL,748620,27.99657,-82.77023,Masonry,3
138161,FL,285174,27.99531,-82.76792,Wood,1
621286,FL,30690,27.99657,-82.77023,Wood,3
613863,FL,12780,27.99657,-82.77023,Wood,3
484259,FL,6210,27.99657,-82.77023,Wood,3
998563,FL,469397.7,27.96604,-82.79107,Masonry,1
458840,FL,300204.9,27.96601,-82.79847,Wood,1
700099,FL,200311.2,27.98117,-82.79641,Wood,1
668346,FL,538995.19,27.9806,-82.79119,Masonry,1
460277,FL,648132.98,27.989031,-82.783669,Masonry,1
470085,FL,648132.98,27.989031,-82.783669,Masonry,1
609943,FL,795832.8,27.989031,-82.783669,Masonry,1
997825,FL,83817.83,27.989031,-82.783669,Wood,1
784252,FL,58437.09,27.989031,-82.783669,Wood,1
419025,FL,103809.78,27.97672,-82.76645,Wood,1
991981,FL,867131.58,27.98362,-82.77844,Masonry,1
211175,FL,316353.6,27.98362,-82.77844,Wood,1
132230,FL,32442.15,27.98362,-82.77844,Wood,1
558685,FL,58437.09,27.98362,-82.77844,Wood,1
782744,FL,3624.74,27.98362,-82.77844,Wood,1
414045,FL,28231.55,27.98362,-82.77844,Wood,1
157744,FL,1256721.5,27.97516,-82.79933,Masonry,1
527376,FL,300615.46,27.97516,-82.79933,Wood,1
492807,FL,2537.32,27.97516,-82.79933,Wood,1
501845,FL,61491.15,27.97516,-82.79933,Wood,1
303658,FL,1784034.32,27.97814,-82.785561,Masonry,1
675582,FL,283343.28,27.97814,-82.785561,Wood,1
457690,FL,56463.11,27.97814,-82.785561,Wood,1
977106,FL,256980.25,27.97727,-82.78672,Wood,1
201777,FL,271879.56,27.97727,-82.78672,Wood,1
477228,FL,115304.89,27.97727,-82.78672,Wood,1
922026,FL,5454.37,27.97727,-82.78672,Wood,1
324060,FL,3377961.03,27.98751,-82.78163,Reinforced Masonry,1
872305,FL,1465748.96,27.98751,-82.78163,Masonry,1
754280,FL,1304778.71,27.9806,-82.79119,Masonry,1
679262,FL,803399.68,27.989031,-82.783669,Masonry,1
601862,FL,8803.78,27.989031,-82.783669,Wood,1
751984,FL,58437.09,27.989031,-82.783669,Wood,1
715468,FL,5034452.7,27.97672,-82.76645,Reinforced Masonry,1
656424,FL,54927.36,27.97672,-82.76645,Wood,1
261353,FL,103809.78,27.97672,-82.76645,Wood,1
154362,FL,25112.84,27.97516,-82.79933,Wood,1
103517,FL,13635.93,27.97516,-82.79933,Wood,1
159933,FL,283343.28,27.97814,-82.785561,Wood,1
109900,FL,32442.15,27.97814,-82.785561,Wood,1
513734,FL,419422.35,27.97727,-82.78672,Masonry,1
966047,FL,452978.78,27.97727,-82.78672,Masonry,1
223387,FL,816759.44,27.97727,-82.78672,Masonry,1
701309,FL,275571.43,27.97727,-82.78672,Wood,1
127673,FL,188219.24,27.97727,-82.78672,Wood,1
816604,FL,115304.89,27.97727,-82.78672,Wood,1
208390,FL,1465748.96,27.98751,-82.78163,Masonry,1
740097,FL,58437.09,27.98751,-82.78163,Wood,1
394471,FL,844885.28,27.894947,-82.679855,Masonry,4
141207,FL,1201939.73,27.96111,-82.76986,Masonry,1
744781,FL,2250000,27.96586,-82.80096,Reinforced Masonry,1
174498,FL,45000,27.9789,-82.7806,Wood,4
601151,FL,6385521.6,27.95921,-82.80045,Reinforced Masonry,1
906538,FL,400500,27.9398,-82.79332,Masonry,1
543458,FL,749530.8,27.95642,-82.79787,Masonry,1
479746,FL,599476.5,27.95642,-82.79787,Masonry,1
277203,FL,306406.8,27.95296,-82.79825,Wood,1
219663,FL,720318.06,27.95082,-82.78884,Masonry,1
708661,FL,221470.25,27.95082,-82.78884,Wood,1
647527,FL,25567.37,27.95082,-82.78884,Wood,1
254413,FL,58437.09,27.95082,-82.78884,Wood,1
558405,FL,28231.55,27.95082,-82.78884,Wood,1
689731,FL,319876.22,27.935179,-82.784515,Wood,1
785159,FL,4999.84,27.935179,-82.784515,Wood,1
197193,FL,4545.31,27.935179,-82.784515,Wood,1
351655,FL,28166.2,27.935179,-82.784515,Wood,1
506923,FL,41362.32,27.95848,-82.80068,Wood,1
216197,FL,498563.73,27.95082,-82.78884,Masonry,1
812236,FL,720318.06,27.95082,-82.78884,Masonry,1
177657,FL,226583.72,27.95082,-82.78884,Wood,1
262538,FL,267718.78,27.95082,-82.78884,Wood,1
466202,FL,22872.79,27.95082,-82.78884,Wood,1
720610,FL,2556.74,27.935179,-82.784515,Wood,1
942112,FL,4545.31,27.935179,-82.784515,Wood,1
877980,FL,58437.09,27.935179,-82.784515,Wood,1
444561,FL,7954.29,27.935179,-82.784515,Wood,1
278353,FL,41362.32,27.95848,-82.80068,Wood,1
767123,FL,2537.32,27.95848,-82.80068,Wood,1
166626,FL,10795.11,27.95848,-82.80068,Wood,1
978106,FL,1832992.2,27.9489,-82.79909,Reinforced Masonry,1
137494,FL,276491.25,27.95042,-82.79888,Wood,1
661721,FL,10440000,27.95271,-82.799969,Reinforced Concrete,1
170860,FL,3962655,27.9513,-82.80041,Reinforced Masonry,1
702962,FL,9450000,27.951864,-82.803642,Reinforced Concrete,1
766408,FL,16650000,27.95042,-82.80145,Reinforced Concrete,1
425327,FL,15210000,27.95143,-82.80338,Reinforced Concrete,1
252868,FL,830925,27.95326,-82.80096,Masonry,4
430652,FL,2062437.75,27.95858,-82.79963,Reinforced Masonry,1
368941,FL,648078.6,27.96114,-82.802483,Masonry,1
432951,FL,11790000,27.95402,-82.79025,Reinforced Concrete,1
452763,FL,23567.54,27.964781,-82.799515,Wood,1
567932,FL,1309500,27.95206,-82.78806,Masonry,1
411127,FL,10440000,27.9589,-82.72831,Reinforced Concrete,1
593544,FL,922.81,28.011705,-82.708832,Wood,1
449639,FL,729456.3,27.95998,-82.71849,Masonry,1
650210,FL,3151308.03,27.96504,-82.69786,Reinforced Masonry,1
585513,FL,4073775.4,27.96504,-82.69786,Reinforced Masonry,1
797686,FL,2478162.23,27.96504,-82.69786,Reinforced Masonry,1
143243,FL,2966625,27.99412,-82.71914,Reinforced Masonry,3
830591,FL,124740,27.99412,-82.71914,Wood,3
162662,FL,268290,27.99412,-82.71914,Wood,3
223507,FL,121950,27.99031,-82.72051,Wood,1
645093,FL,23130000,27.995789,-82.72496,Reinforced Concrete,1
521976,FL,25650000,27.994871,-82.722054,Reinforced Concrete,1
740595,FL,1038842.75,27.995789,-82.72496,Masonry,1
380226,FL,339276.6,27.97589,-82.70776,Wood,1
739816,FL,2106432.19,27.988113,-82.71563,Reinforced Masonry,1
733043,FL,57552,27.988113,-82.71563,Wood,1
774057,FL,31589.91,27.96983,-82.72077,Wood,3
584417,FL,28623.66,27.96983,-82.72077,Wood,3
412213,FL,204141.25,27.997351,-82.712379,Wood,3
400978,FL,934970.34,27.997351,-82.712379,Masonry,3
678975,FL,58437.09,27.997351,-82.712379,Wood,3
215717,FL,25386.61,27.997351,-82.712379,Wood,3
568411,FL,4152620.31,27.988113,-82.715889,Reinforced Masonry,1
323737,FL,2106432.19,27.988113,-82.71563,Reinforced Masonry,1
269211,FL,55005.45,27.988113,-82.71563,Wood,1
104645,FL,57552,27.988113,-82.71563,Wood,1
691138,FL,128127.77,27.988113,-82.71563,Wood,1
646157,FL,519585.79,27.96983,-82.72077,Masonry,3
586957,FL,31589.91,27.96983,-82.72077,Wood,3
322740,FL,58437.09,27.96983,-82.72077,Wood,3
177273,FL,1493817.98,27.96983,-82.72077,Masonry,3
748948,FL,934970.34,27.997351,-82.712379,Masonry,3
740703,FL,25386.61,27.997351,-82.712379,Wood,3
661390,FL,29342.52,27.997351,-82.712379,Wood,3
917717,FL,707854.23,27.96363,-82.72783,Masonry,1
220882,FL,762855.84,27.97589,-82.70776,Masonry,1
696352,FL,540307.77,27.98266,-82.724724,Masonry,1
959442,FL,277380,27.91534,-82.719444,Wood,1
344548,FL,116104.5,27.886459,-82.702072,Wood,1
982109,FL,548316,27.8883,-82.70187,Masonry,1
740945,FL,722901.6,27.8883,-82.70187,Masonry,1
335431,FL,1837080,27.89643,-82.71151,Reinforced Masonry,3
248507,FL,21870000,27.8972,-82.71064,Reinforced Concrete,1
234556,FL,5961240,27.90034,-82.71159,Reinforced Masonry,1
544470,FL,475868.7,27.89149,-82.70623,Masonry,1
648741,FL,183465,27.9091,-82.7144,Wood,4
645963,FL,203746.5,27.892305,-82.710295,Wood,3
435933,FL,4890338.07,27.912371,-82.719337,Reinforced Masonry,1
973539,FL,956654.79,27.912371,-82.719337,Masonry,1
813372,FL,314006.39,27.912371,-82.719337,Wood,1
115340,FL,612783.84,27.912371,-82.719337,Masonry,1
869430,FL,8155.67,27.912371,-82.719337,Wood,1
867537,FL,731648.74,27.912371,-82.719337,Masonry,1
947928,FL,4219.28,27.912371,-82.719337,Wood,1
922903,FL,4219.28,27.912371,-82.719337,Wood,1
227181,FL,6817.97,27.908712,-82.71508,Wood,1
196546,FL,837597.15,27.91084,-82.71769,Masonry,1
337822,FL,34394.77,27.91084,-82.71769,Wood,1
996251,FL,956654.79,27.912371,-82.719337,Masonry,1
442056,FL,770149.63,27.912371,-82.719337,Masonry,1
548882,FL,399842.28,27.912371,-82.719337,Masonry,1
372465,FL,612783.84,27.912371,-82.719337,Masonry,1
554025,FL,626957.97,27.912371,-82.719337,Masonry,1
584052,FL,9493.37,27.912371,-82.719337,Wood,1
621180,FL,50169.82,27.912371,-82.719337,Wood,1
797752,FL,115370.81,27.912371,-82.719337,Wood,1
134836,FL,4219.28,27.912371,-82.719337,Wood,1
965099,FL,7911.14,27.912371,-82.719337,Wood,1
914446,FL,7911.14,27.912371,-82.719337,Wood,1
607947,FL,4219.28,27.912371,-82.719337,Wood,1
306491,FL,56234.38,27.912371,-82.719337,Wood,1
472279,FL,1298822.44,27.908712,-82.71508,Masonry,1
276093,FL,912589.02,27.91084,-82.71769,Masonry,1
641608,FL,1795998.87,27.91084,-82.71769,Masonry,1
376985,FL,22860000,27.90699,-82.72791,Reinforced Concrete,3
163713,FL,49500,27.90963,-82.70673,Wood,1
950229,FL,206129.7,27.909836,-82.707108,Wood,1
703966,FL,1161463.43,27.89574,-82.71657,Masonry,1
284626,FL,4032000,27.89574,-82.71657,Reinforced Masonry,1
925346,FL,2238103.91,27.89455,-82.70137,Reinforced Masonry,3
668656,FL,2230016.01,27.871948,-82.705864,Reinforced Masonry,1
657909,FL,375087.6,27.89817,-82.70426,Masonry,1
902024,FL,1398240,27.91665,-82.72659,Masonry,3
829437,FL,280565.98,27.90034,-82.71159,Wood,1
443499,FL,1260000,27.91921,-82.70896,Masonry,1
104756,FL,5897634.3,28.04049,-82.71014,Reinforced Masonry,1
269149,FL,334440,28.0275,-82.7273,Wood,3
486585,FL,221670,28.02226,-82.71462,Wood,1
985724,FL,1384717.5,28.034995,-82.73833,Masonry,1
398049,FL,1279147.5,28.014019,-82.735466,Masonry,1
329327,FL,696211.2,28.01253,-82.70961,Masonry,1
729760,FL,477016.2,28.019659,-82.735291,Masonry,1
549041,FL,1173236.4,28.02029,-82.73557,Masonry,1
262392,FL,43509.6,28.021229,-82.71154,Wood,1
159058,FL,164666.8,28.021229,-82.71154,Wood,1
748559,FL,26135.53,28.01663,-82.71754,Wood,1
207787,FL,58437.09,28.01663,-82.71754,Wood,1
827091,FL,21827.56,28.021229,-82.71154,Wood,1
470814,FL,46565.46,28.021229,-82.71154,Wood,1
863805,FL,66792.33,28.021229,-82.71154,Wood,1
376649,FL,28231.55,28.01663,-82.71754,Wood,1
194488,FL,4416738.3,28.04051,-82.70816,Reinforced Masonry,1
935539,FL,1237905.9,28.04006,-82.70813,Masonry,1
311429,FL,2750643,28.023815,-82.738419,Reinforced Masonry,1
276437,FL,10890000,28.022478,-82.737785,Reinforced Concrete,1
810586,FL,1694330.73,28.01463,-82.70946,Masonry,1
567299,FL,43920000,28.0105,-82.73308,Steel Frame,3
778360,FL,465300,28.0275,-82.7273,Masonry,4
233132,FL,450000,28.01943,-82.732986,Masonry,1
461025,FL,444095.1,27.89583,-82.66151,Masonry,1
780691,FL,367185.6,27.8923,-82.682,Masonry,1
335151,FL,110880,27.8923,-82.682,Wood,4
125811,FL,102285.9,27.900917,-82.700592,Wood,1
639872,FL,5349061.58,27.9033,-82.69912,Reinforced Masonry,1
810357,FL,104699.52,27.9033,-82.69912,Wood,1
477547,FL,5349061.58,27.9033,-82.69912,Reinforced Masonry,1
199665,FL,802453.82,27.9033,-82.69912,Masonry,1
676916,FL,399533.43,27.916334,-82.695808,Masonry,1
306121,FL,399533.43,27.916405,-82.694138,Masonry,1
377290,FL,399533.43,27.916588,-82.693695,Masonry,1
120535,FL,399533.43,27.91646,-82.69342,Masonry,1
999230,FL,1149289.56,27.916016,-82.692764,Masonry,1
793368,FL,198450.9,27.8923,-82.682,Wood,4
159372,FL,31061.88,27.8923,-82.682,Wood,4
846300,FL,10080000,27.89583,-82.66151,Reinforced Concrete,1
114733,FL,39485.61,27.886698,-82.700272,Wood,1
736172,FL,103500,27.87596,-82.69178,Wood,1
659066,FL,103500,27.876097,-82.692085,Wood,1
802162,FL,608839.2,27.8907,-82.68252,Masonry,1
401744,FL,24750000,27.891047,-82.679825,Reinforced Concrete,1
390155,FL,180000,27.89299,-82.68598,Wood,1
408184,FL,360000,27.89299,-82.68598,Masonry,1
816931,FL,27000,27.997629,-82.745384,Wood,1
904946,FL,8787600,28.009531,-82.731163,Reinforced Masonry,1
455950,FL,1012596.3,28.00869,-82.73334,Masonry,1
283033,FL,717058.8,28.01003,-82.73625,Masonry,1
798584,FL,2250000,27.996264,-82.73822,Reinforced Masonry,1
232374,FL,22500,28.0025,-82.7447,Wood,4
771089,FL,22500,28.002943,-82.740173,Wood,1
389793,FL,19656,28.0025,-82.7447,Wood,4
836775,FL,7200,28.00149,-82.74006,Wood,1
220944,FL,4500,28.00149,-82.74006,Wood,1
748710,FL,4500,28.00149,-82.74006,Wood,1
634506,FL,45000,28.0025,-82.7447,Wood,4
277188,FL,67500,28.000999,-82.738777,Wood,3
469713,FL,720000,28.0025,-82.7447,Masonry,4
309983,FL,90000,28.0025,-82.7447,Wood,4
693563,FL,126000,28.0025,-82.7447,Wood,4
787899,FL,4109144.15,27.938574,-82.757751,Reinforced Masonry,1
938726,FL,2601167.86,27.938574,-82.757751,Reinforced Masonry,1
961918,FL,237592.8,27.938574,-82.757751,Wood,1
718407,FL,630000,27.938574,-82.757751,Masonry,1
604102,FL,24480000,27.874933,-82.709534,Reinforced Concrete,1
582801,FL,355212.9,27.94135,-82.75986,Wood,1
620715,FL,19530000,27.916262,-82.73481,Reinforced Concrete,1
675853,FL,326835.9,27.947245,-82.730255,Wood,1
940315,FL,262566.9,27.931753,-82.730492,Wood,3
649236,FL,357954.3,27.942131,-82.730133,Wood,1
141680,FL,235844.1,27.950425,-82.73001,Wood,1
972347,FL,455496.91,27.92955,-82.74498,Masonry,3
681674,FL,540721.48,27.92955,-82.74498,Masonry,3
750115,FL,286354.55,27.92955,-82.74498,Wood,3
576941,FL,31817.17,27.92955,-82.74498,Wood,3
740069,FL,106360.26,27.92955,-82.74498,Wood,3
385931,FL,7499.76,27.92955,-82.74498,Wood,3
111925,FL,58437.09,27.92955,-82.74498,Wood,3
377148,FL,76740.96,27.92955,-82.74498,Wood,3
822479,FL,2538181.3,27.95869,-82.75651,Reinforced Masonry,1
482854,FL,341383.02,27.95869,-82.75651,Wood,1
925234,FL,61699.23,27.95869,-82.75651,Wood,1
348934,FL,314971.67,27.95869,-82.75651,Wood,1
722721,FL,362628.51,27.95869,-82.75651,Masonry,1
583856,FL,352660.59,27.95869,-82.75651,Wood,1
599109,FL,881687.86,27.95869,-82.75651,Masonry,1
851959,FL,977001.53,27.95869,-82.75651,Masonry,1
285055,FL,669596.75,27.95869,-82.75651,Masonry,1
147745,FL,761490.77,27.95869,-82.75651,Masonry,1
829829,FL,495121.79,27.95869,-82.75651,Masonry,1
227324,FL,319337.19,27.95869,-82.75651,Wood,1
427286,FL,4384813.2,27.95869,-82.75651,Reinforced Masonry,1
202606,FL,4304.38,27.95869,-82.75651,Wood,1
950553,FL,3049.39,27.95869,-82.75651,Wood,1
274327,FL,5820.68,27.95869,-82.75651,Wood,1
583765,FL,13096.54,27.95869,-82.75651,Wood,1
837875,FL,1549792.63,27.94673,-82.74818,Masonry,3
196403,FL,1494942.05,27.94673,-82.74818,Masonry,3
858270,FL,81023.27,27.94673,-82.74818,Wood,3
772234,FL,274650.38,27.949512,-82.757019,Wood,3
737410,FL,267264.25,27.949512,-82.757019,Wood,3
364429,FL,878381.23,27.949512,-82.757019,Masonry,3
567762,FL,19256.44,27.949512,-82.757019,Wood,3
135393,FL,56463.11,27.95689,-82.754829,Wood,1
460369,FL,1289447.73,27.91003,-82.73662,Masonry,1
448244,FL,1146895.44,27.91003,-82.73662,Masonry,1
941014,FL,527653.72,27.91003,-82.73662,Masonry,1
926486,FL,65590.56,27.91003,-82.73662,Wood,1
572867,FL,27055.24,27.91003,-82.73662,Wood,1
547687,FL,307376.61,27.92955,-82.74498,Wood,3
637326,FL,540721.48,27.92955,-82.74498,Masonry,3
403026,FL,286354.55,27.92955,-82.74498,Wood,3
281349,FL,58437.09,27.92955,-82.74498,Wood,3
829128,FL,76740.96,27.92955,-82.74498,Wood,3
905513,FL,888236.13,27.95869,-82.75651,Masonry,1
722770,FL,1459608.86,27.95869,-82.75651,Masonry,1
234563,FL,341383.02,27.95869,-82.75651,Wood,1
129256,FL,314971.67,27.95869,-82.75651,Wood,1
287419,FL,362628.51,27.95869,-82.75651,Masonry,1
522681,FL,303475.83,27.95869,-82.75651,Wood,1
608846,FL,352660.59,27.95869,-82.75651,Wood,1
964883,FL,737625.97,27.95869,-82.75651,Masonry,1
681068,FL,1072024.17,27.95869,-82.75651,Masonry,1
174337,FL,669596.75,27.95869,-82.75651,Masonry,1
429704,FL,761490.77,27.95869,-82.75651,Masonry,1
326376,FL,108628.48,27.95869,-82.75651,Wood,1
963653,FL,495121.79,27.95869,-82.75651,Masonry,1
846209,FL,299110.31,27.95869,-82.75651,Wood,1
476032,FL,4384813.2,27.95869,-82.75651,Reinforced Masonry,1
188383,FL,112926.22,27.95869,-82.75651,Wood,1
265245,FL,1125689.52,27.94673,-82.74818,Masonry,3
655621,FL,2688535.53,27.94673,-82.74818,Reinforced Masonry,3
146378,FL,144597.69,27.949512,-82.757019,Wood,3
823621,FL,64588.35,27.949512,-82.757019,Wood,3
962867,FL,19256.44,27.949512,-82.757019,Wood,3
191223,FL,28231.55,27.95689,-82.754829,Wood,1
700083,FL,6003000,27.93267,-82.730265,Reinforced Masonry,1
748397,FL,1693324.06,27.95841,-82.74094,Masonry,3
700827,FL,1062688.5,27.91685,-82.73558,Masonry,1
747704,FL,2799373.5,27.958344,-82.732803,Reinforced Masonry,1
908104,FL,5550028.41,27.874369,-82.709129,Reinforced Masonry,1
429247,FL,156600,27.90913,-82.729012,Wood,1
225076,FL,1039500,27.929077,-82.730324,Masonry,1
